hotel_id,hotel_name,country,city,hotel_type,star_rating,total_rooms,hotel_facilities,hotel_description,nearby_attractions,latitude,longitude,website,customer_id,first_name,last_name,full_name,email,phone,birth_date,gender,country_customer,city_customer,address,postal_code,language_preference,loyalty_level_customer,registration_date,marketing_consent,booking_id,booking_date,checkin_date,checkout_date,nights,adults,children,infants,room_type,rooms_booked,booking_channel,special_requests,is_cancelled,cancellation_date,cancellation_reason,total_price,room_price,tax_amount,service_fee,paid_amount,payment_status,payment_method,booking_source,promotion_code,discount_amount,created_timestamp,updated_timestamp,created_by,booking_status,review_id,review_rating,review_title,review_text,review_date,helpful_votes,is_verified_review,reviewer_location,stay_date,trip_type,room_type_reviewed,source_system,created_at,updated_at
H00618,Thompson Inc,Portugal,Porto,Luxury Hotel,2,102,Free WiFi,Stand single effect lot win defense traditional. Radio town however television.,Shopping Mall,59.565909,-146.355428,https://www.saunders-shepherd.net/,C0001235,Leah,Mcclain,Leah Mcclain,teresa62@example.com,754-625-0484,1993-11-01,Other,Spain,Valencia,"759 Mcdowell Crossroad Apt. 375, Valencia",LR 47316,fr,Platinum,2023-12-04,False,BKG_000000460,2024-08-18,2025-03-27,2025-03-31,4,1,2,0,double,1,Web,No requests,False,,,982.53,847.75,118.86,67.79,494.3,Pending,Debit Card,TravelAgency,PROMO318,46.27,2024-08-02 06:03:14,2025-09-14 14:54:32,USER,Cancelled,REV_00000460,3,Star say decision easy man.,Something organization need maybe another model. None participant before his thought while. Capital doctor eight will other while part.,2025-01-24,25,False,Manchester,2025-08-08,Business,single,CloudBooking,2024-08-02 06:03:14,2025-09-14 14:54:32
H00676,hendricks-nelson,Czech Republic,Plzen,Business Hotel,4,344,Restaurant,Man popular population east traditional wide difference.,Historic Site,76.39033,-117.313967, https://www.hill.net/ ,C0000630,Tiffany,Blair,Tiffany Blair,medinarachel@example.net,+1-480-582-9837x278,1950-12-22,Other,Kenya,Nairobi,"258 Sanchez Turnpike, Nairobi",QK 73134,en,Platinum,2024-03-26,True,BKG_000000461,2025-05-16,2025-06-18,2025-06-29,11,1,1,1,double,3,Mobile App,No requests,False,,,881.26,534.01,292.26,8.03,423.31,Failed,Debit Card,Booking.com,NO_PROMO,164.34,2024-11-14 06:29:46,2025-02-18 21:54:29,USER,Confirmed,REV_00000461,Ten,Take form reason right address resource.,Issue list never training adult. Face within ever. Six price like buy him. Mention suddenly pressure term pretty full.,2025-05-12,29,True,Melbourne,2023-13-01,Solo,double,APIGateway,2024-11-14 06:29:46,2025-02-18 21:54:29
H00152,"Santos, King and Thomas",Norway,Bergen,Luxury Hotel,4,365,"Pool,Gym,Spa",Man this until suffer two. Become question paper. Full among pull star else head lose identify.,Shopping Mall,64.159537,60.939472,http://www.lynch.com/,C0003871,Jim,York,Jim York,thomasnatasha@example.org,+1-759-752-1627x5087,1983-11-15,F,New Zealand,Hamilton,"7296 Lindsey Estate Apt. 557, Hamilton",BC 44631,fr,,2024-12-25,False,BKG_000000462,2025-09-16,2026-09-23,2026-09-28,5,1,0,2,single,1,Mobile App,,True,2025-07-22,No Show,577.16,551.64,223.32,62.3,,Refunded,Cash,Booking.com,,91.26,2024-02-01 06:19:06,2025-05-31 00:18:14,API,Confirmed,REV_00000462,5,Whose watch environmental need.,Employee couple bring can throw. Wife think stay director truth.,2025-08-17,67,True,SINGAPORE,2024-11-24,Business,single,CloudBooking,2024-02-01 06:19:06,2025-05-31 00:18:14
H00560,Sims-Harvey,Hungary,Szeged,Luxury Hotel,2,143,"Pool,Gym,Spa",Arrive national mouth officer information. Identify next key talk.,"Beach,Museum,Park",71.580052,65.407919,http://ramirez.biz/...,C0004685,Jeffrey,???,Jeffrey ???,kylie86@example.net,492.456.0635,1998-06-23,F,Serbia,Subotica,"810 Logan Plaza, Subotica",VJ 23164,de,,2024-04-25,True,BKG_000000463,2025-07-22,0000-00-00,2026-07-10,11,1,1,1,suite,3,!!Web,Extra bed,True,2025-06-04,Hotel Closed,615.89,1259.02,118.12,52.28,403.68,Paid,Debit Card,Direct,,0,2024-04-25 12:36:06,"Jan 32, 2025",AGENT,Confirmed,REV_00000463,2,Certainly party response evidence director.,Short oil deep computer. Skin assume no chance parent citizen family. Nation evening them rather.,2025-04-02,95,True,Patras,2025-06-03,Solo,double,APIGateway,2024-04-25 12:36:06,"Jan 32, 2025"
H00498,Rodriguez-English,Australia,???,Budget Hotel,1,26,Restaurant,Whom item today analysis. Sell personal contain sort break picture two. Number not do sure program.,"Beach,Museum,Park",-30.639956,-156.266067,http://www.lopez.net/,C0002655,!!Vanessa,Hernandez,!!Vanessa Hernandez,calderonamanda@example.com,001-355-542-3644x46660,1993-05-03,Other,Austria,Linz,"930 Case Spring Apt. 003, Linz",YR 13355,!!tr,,2024-05-26,True,BKG_000000464,2025-08-12,2026-07-27,2026-07-31,4,2,1,0,suite,3,Phone,Late check-in,True,,,1074.3,954.44,90.73,0.01,860.65,Failed,Debit Card,Booking.com,PROMO314,96.44,02/30/2025,2025-09-25 00:03:30,SYSTEM,Cancelled,REV_00000464,1,Term probably always tell.,Use true bag economic agent continue. Establish administration control. Smile far possible year.,2025-02-05,93,False,Monterrey,2024-11-08,Family,DOUBLE, MobileApp ,02/30/2025,2025-09-25 00:03:30
H00975,Werner-Nelson,Switzerland,Bern,Boutique,2,182,Free WiFi,Trade yeah house garden. Different listen effect.,Shopping Mall,68.753413,-34.953817,https://www.hardin-davis.biz/,C0003612,Jeffrey,Bryant,Jeffrey Bryant,barnesjoan@example.org,(477)965-4555x7497,1956-11-24,Other,Czech Republic,!!Ostrava,"426 Steven Dam Apt. 735, Ostrava",TE 77818,fr,Silver,!!2024-08-18,True,BKG_000000465,2024-10-01,2026-09-10,2026-09-21,11,1,3,1,,1,Mobile App,Late check-in,True,2024-12-30,Customer Request,1721.84,190.71,76.53,14.44,184.93,Paid,PayPal,TravelAgency,,14.87,2023-13-01,2025-04-19 22:17:34,AGENT,Confirmed,REV_00000465,5,President season else car hold score kind how.,Church true begin decade necessary decade. Wonder seem really well while east.,2023-12-10,84,False,Cairo,2025-07-23,Family,single,LegacySystem,2023-13-01,2025-04-19 22:17:34
H00888,Townsend and Sons,Slovakia,Bratislava,Budget Hotel,4,259,Free WiFi,Opportunity degree machine positive. Season education father size activity away attention.,Shopping Mall,1.630726,-114.300684,,C0003763,Jenna,Thompson,Jenna Thompson,maria75@example.net,+1-678-410-6188x30567,1994-11-18,,Saudi Arabia,Jeddah,"6897 Eileen Key, Jeddah",!!AE 81235,fr,Bronze,2024-09-14,True,BKG_000000466,2025-04-17,2025-01-14,2025-01-18,Five,4,1,2,double,1, Agent ,,True,2025-04-09,No Show,1690.83,285.14,161.05,28.36,696.66,Pending,Cash,Expedia,NO_PROMO,171.18,2025-08-14 06:27:27,2025-09-06 00:06:29,API,Confirmed,REV_00000466,1,Information help article agent law remember local travel.,"Event first blood cost key but step blood.
Police energy give social across event. Lead could natural realize tend stay.",2024-12-07,96,True,Heraklion,2025-01-04,Solo,suite,APIGateway,2025-08-14 06:27:27,2025-09-06 00:06:29
H00224,Pitts LLC,New Zealand,Christchurch,Boutique,3,247,"Pool,Gym,Spa",Draw natural talk hand will natural. Real commercial research likely science.,___,46.901143,-80.303467,https://martin-washington.com/,C0001673,Raymond,Myers,Raymond Myers,jharrison@example.org,(340)431-3820x00188,1955-12-11,Other,Argentina,Buenos Aires,"3753 Samantha Loaf, Buenos Aires",RI 28176,de,Silver,2024-03-27,True,BKG_000000467,2024-09-20,2024-12-25,2024-12-25,1,4,1,0,single,2,Mobile App,Late check-in,False,,,336.94,407.14,40.31,48.16,118.45,Paid,PayPal,TravelAgency,NO_PROMO,142.06,2025-10-10 11:11:49,2025-09-02 19:22:31,USER,Confirmed,REV_00000467,5,Cultural worker similar director west vote shoulder.,Probably guy position sister number. Show my product often marriage cold. Responsibility information artist eat soon often beat realize.,2025-09-27,81,False,Dubrovnik,2025-01-13,Family,single,CloudBooking,2025-10-10 11:11:49,2025-09-02 19:22:31
H00883,"Nichols, Mills and Sweeney",Switzerland,Geneva,Resort,1,365,   ,Rock appear your inside identify. Public soldier arm there.,Shopping Mall,61.564438,-112.15218,http://www.gonzales.net/,C0004738,Jennifer,Mullen,Jennifer Mullen,donnajenkins@example.com,2156593502,1999-03-29,Other,Indonesia,Bali,"6492 Hayes Unions Suite 455, Bali",MF 64266,tr,Platinum,2024-01-22,False,BKG_000000468,2024-10-05,2025-07-23,2025-08-01,9,4,1,2,double,3,Web,extra bed,True,2025-04-07,Customer Request,1631.1,632.66,146.91,37.42,486.06,Paid,PayPal,Airbnb,,88.98,2023-12-19 06:01:07,2025-08-04 00:30:46,API,Confirmed,REV_00000468,2,Many whatever couple great certainly modern.,"Reality social necessary society. Impact expert gas range spend compare the.
List threat write he. Medical crime door see maintain.",2024-01-02,18,True,Oslo,2024-11-19,Couple,double,LegacySystem,2023-12-19 06:01:07,2025-08-04 00:30:46
H00485,"PARKER, HERRERA AND MCDONALD",Thailand,Chiang Mai,City Hotel,3,210,Restaurant,One high might. List wonder probably you.,"Beach,Museum,Park",-27.221169,-10.350108,http://www.parker.com/,C0002541,Marie,Thomas,Marie Thomas,marissayu@example.com,453-845-7856x11326,1989-12-06,Other,Nigeria,Lagos,"84148 Patricia Manor, Lagos",OQ 85208,fr,Bronze,2023-06-08,False,BKG_000000469,2025-05-07,2026-04-03,2026-04-15,12,4,0,2,suite,1,Web,,True,2025-09-30,No Show,1475.62,795.46,109.53,21.79,1081.69,Failed,PayPal,Booking.com,PROMO442,38.17,2024-12-01 08:59:13,2025-10-17 18:45:08,USER,Pending,REV_00000469,3,See section cup though third.,"During year modern contain minute. Wife open bed value.
Step story sing enjoy. Shake kitchen stand hot. Seat reflect grow beyond too range nearly.",2024-04-05,0,False,Varna,2024-11-05,Couple,double,LegacySystem,2024-12-01 08:59:13,2025-10-17 18:45:08
H00455,Ford-Leach,Romania,Cluj-Napoca,City Hotel,5,179,Restaurant,Hope option guess reduce. Serious several line teach at.,!!Historic Site,55.319023,5.866961,https://ross.com/,C0004768,Laura,Donovan,Laura Donovan,jwilliams@example.com,+1-903-958-5409x06293,1969-11-28,Other,Thailand,Phuket,"2470 Sara Avenue Apt. 067, Phuket",SN 15903,en,Silver,2024-04-07,False,BKG_000000470,2024-08-12,2026-06-28,2026-07-11,13,3,2,0,suite,3,Phone,extra bed,True,2025-02-14,Payment Failed,1103.81,751.08,66.26,9.85,110.65,Refunded,PayPal,Expedia,  ,93.89,2024-06-25 06:42:59,2025-10-23 22:41:06,API,Pending,REV_00000470,4,Throw likely president open.,Nation however hot court owner rich. Suffer common send identify expert decade ago we.,2024-01-23,93,True,Brasília,2025-07-06,Business,suite,LegacySystem,2024-06-25 06:42:59,2025-10-23 22:41:06
H00935,--,Spain,Madrid...,Business Hotel,3,448,Free WiFi,Already report general section certainly wife raise. Suggest official above money.,Shopping Mall,42.401738,117.64951,,C0004921,Benjamin,Garcia,Benjamin Garcia, cindy76@example.net ,830.830.5925x8725,1963-02-23,M,Morocco,Marrakesh,"89396 Johnson Forge Suite 672, Marrakesh",SQ 64550,tr,Platinum,2023-11-05,True,BKG_000000471,2024-01-25,2026-01-05,2026-01-16,11,2,2,0,___,3,Mobile App,,True,2025-04-10,Customer Request,269.54,379.87,130.26,72.37,153.48,Refunded,Credit Card,Airbnb,,73.49,2025-10-18 02:58:52,2024-11-22 04:32:31,API,Pending,REV_00000471,4,Language summer east tax perhaps method.,Daughter answer face garden still foreign government. Event college hard physical. Determine human argue upon worker.,2025-02-02,80,True,Beijing,2025-05-27,Leisure,single,MobileApp,2025-10-18 02:58:52,2024-11-22 04:32:31
H00562,Mcbride-Lee,norway,Tromsø,Boutique,3,143,"Pool,Gym,Spa",Employee size heart. Approach PM ok financial.,Historic Site,-7.87811,-107.107318,http://olson-mcfarland.info/,C0000394,Kevin,Gallegos,Kevin Gallegos,owenssteven@example.net,412-237-9561x651,1953-07-23,M,Morocco,Casablanca,"0684 Kirk Landing Suite 675, Casablanca",EE 88468,en,Gold,2024-07-16,False,BKG_000000472,2024-04-02,2026-10-21,2026-10-28,7,1,1,0,single,2,Web,Extra bed,False,,,212.66,1490.69,93.84,90.3,32.08,Paid,PayPal,TravelAgency,,103.91,2025-07-04 22:03:55,2025-06-15 05:17:34,API,Pending,REV_00000472,3,As throughout late law discuss day action.,Somebody they happy. Kind religious measure will low nature medical. Able if half month start mention mind tonight. That improve could late.,2024-04-09,42,True, San Francisco ,2025-04-14,Solo,suite,MOBILEAPP,2025-07-04 22:03:55,2025-06-15 05:17:34
H00116,"Fox, Farmer and Roberts",Norway,Oslo,Business Hotel,5,64,"Pool,Gym,Spa",As half give prove. Others wind population.,"Beach,Museum,Park",-83.695135,148.060033,http://www.shelton.com/,C0002764,Stephanie,Smith,Stephanie Smith,karen82@example.org,000-000-0000,1957-06-24,F,Nigeria,Abuja,"467 Thomas Plains Apt. 579, Abuja",XD 93094,es,Platinum,2025-06-04,FALSE,BKG_000000473,2024-10-21,2026-03-11,2026-03-23,12,3,0,1,single,2,Agent,Extra bed,True,2024-12-03,--,501.72,221.85,250.35,37.83,351.73,Paid,PayPal,TravelAgency,PROMO856,95.27,2025-10-25 13:50:01,02/30/2025,USER,Confirmed,REV_00000473,4,Add move news provide young own.,Campaign perhaps then. Rich property son finally wide clear.,2024-01-29  ,73,False,Birmingham,2025-01-19,Solo,suite,,2025-10-25 13:50:01,02/30/2025
H00309,___,Greece,Athens,Budget Hotel,4,199,Free WiFi,Class to safe. Leave certain family interview woman.,"Beach,Museum,Park",70.952417,-53.237081,http://cooper.biz/,C0000679,Joshua,hamilton,Joshua hamilton,gallagherchristine@example.com,+1-271-752-0810,2002-05-28,Other,Indonesia,Jakarta,"557 Sheila Streets, Jakarta",HE 29229,fr,Bronze,2024-06-19,False,BKG_000000474,2025-03-23,2025-08-21,2025-08-27,6,4,1,2,double,2,Agent,Extra bed,True,2025-02-03,Payment Failed,1505.02,479.29,9999,19.89,345.02,Paid,Cash,Airbnb,,171.52,,2025-05-10 03:44:52,SYSTEM,Pending,REV_00000474,3,Garden certainly unit media.,"Owner personal example far read.
Share health store most sit glass believe appear. Although put interview keep sometimes within.",2025-06-17,63,False,Manchester,2025-08-16,Family,single,CloudBooking,,2025-05-10 03:44:52
H00993,Maldonado PLC,South Korea,Daegu,Business Hotel,5,437,Free WiFi,Off serious form. Last hear behavior record so realize. Join structure similar sit for fill force.,Historic Site,-28.116848,71.923116,http://www.hart.net/,C0003346,Maria...,Webb,Maria... Webb,reesevirginia@example.net,(586)254-2156x67086,2002-12-04,F,Mexico,Puebla,"!!714 Kayla Walks Suite 081, Puebla",OZ 70771,es,Bronze,2023-09-03,True,BKG_000000475,2024-10-31,2026-03-12,2023-13-01,13,2,9999,0,single,3,Agent,Extra bed,True,2025-02-17,No Show,282.42,928.28,241.04,7.59,9.86,REFUNDED,PayPal,Booking.com,,15.83,2025-06-05 03:03:11,2025-09-17 08:57:58,USER,Confirmed,REV_00000475,3,Call site example great tend stand.,"Political theory level truth on party special.
Girl ready share. Themselves other various each black make matter although.",2025-07-07,14,True,Jerusalem,!!2025-08-06,Leisure,single,CloudBooking,2025-06-05 03:03:11,2025-09-17 08:57:58
H00349,Ramirez-Reeves,Thailand,Chiang Mai,Resort,1,393,Restaurant,Everybody mind early role. Painting glass course society.,"Beach,Museum,Park",-64.984976,51.269488,http://www.jones.org/,C0003085,Erik,Mejia,Erik Mejia,kathleen94@example.net,+1-729-234-2247,2006-04-02,F,Serbia,Nis,"8550 Rachel Lakes, Nis",ST 51568,en,Gold,2024-06-30,False,BKG_000000476,2024-10-17,2025-10-20,2025-10-25,5,1,1,1,single,1,Phone,No requests,True,2025-03-26,Customer Request,1368.57,766.78,74.38,71.9,1086.41,Paid,PayPal,Expedia,PROMO733,181.3,2023-12-28 17:18:38,2025-02-14 19:41:11  ,AGENT,Confirmed,REV_00000476,5,However student hotel scientist.,Others offer on make everybody protect traditional. Free represent call commercial allow tree.,2024-06-05,25,,Lisbon,2025-02-22,Business,double,,2023-12-28 17:18:38,2025-02-14 19:41:11  
H00555,Owens-Morris,Canada,Calgary,City Hotel,2,330,Restaurant,However start member toward imagine. Choose truth chair sometimes.,Shopping Mall,85.68396,71.221979,http://www.robinson.info/,C0001088,Debbie,Patton,Debbie Patton,johnsonanthony@example.com, 381.730.8988x53230 ,0000-00-00,M,Turkey,Antalya,"79160 Bobby Roads, Antalya",IW 86641,tr,Silver,2024-11-25,False,BKG_000000477,2025-08-03,2026-09-20,2026-09-25,5,4,2,0,suite,3,Phone,,False,,,1863.31,692.14,43.84,93.95,4.56,Failed,Credit Card,TravelAgency,,195.2,2025-07-04 19:36:16,2024-11-15 13:58:23,API,Cancelled,REV_00000477,2,Real after woman federal rate thought impact.,Weight tonight case model event. We hand represent be civil care research.,2025-08-30,15,False,Berlin,2025-05-16,Couple,single,APIGateway,2025-07-04 19:36:16,2024-11-15 13:58:23
H00598,Walker LLC,Hungary,Debrecen,Resort,5,251,Free WiFi,Dinner sometimes beautiful country wide. Boy increase learn study.,Shopping Mall,-43.38393,-18.095617,http://www.brooks-moody.info/,C0003759,Jason,Gonzalez,Jason Gonzalez,evelynprice@example.com,391-261-8896x010,1949-01-24,F,Spain,Valencia,"725 Sandoval Gardens Suite 464, Valencia",PA 82900,tr,Bronze,2024-10-03,False,BKG_000000478,2025-03-13,2025-08-12,2025-08-21,9,3,2,1,double,1,Web,,False,,,1060.15,0,121.44,59.4,1019.09,Failed,Cash,TravelAgency,,175.38,2024-08-25 18:41:41,2025-03-06 09:42:48,AGENT,Confirmed,REV_00000478,1,Central item discussion major those professor.,Message eye money represent. Rest need yes site.,2025-08-17,96,True,Fes,2025-03-05,Business,double,CloudBooking,2024-08-25 18:41:41,2025-03-06 09:42:48
H00213,"Thomas, Copeland and Singleton",Brazil,!!Brasília,City Hotel,Ten,239,Free WiFi,Force dark car car. Possible stand model project why according box.,"Beach,Museum,Park",-88.777246,-130.705088,https://www.kennedy-banks.com/,C0003995,Tracy,Rasmussen,Tracy Rasmussen,reginajones@example.com,,1983-08-27,Other,United States,Miami,"06969 Frazier Pike Apt. 039, Miami",OC 92002,fr,Gold,2024-04-07,False,BKG_000000479,2025-03-04,2025-10-08,2025-10-14,6,2,,0,single,1,Web,No requests,True,2025-09-12,,489.9,Five,266.04,82.49,163.62,Pending,Credit Card,Airbnb,NO_PROMO,12.43,2024-08-04 13:53:08,2025-07-21 18:09:12,???,Pending,REV_00000479,5,History do professional dark.,Benefit early staff. My week anyone picture. Later institution pretty majority control.,2023-11-14,11,True,Hamburg,2025-08-13,Business,single,CloudBooking,2024-08-04 13:53:08,2025-07-21 18:09:12
H00700,Fields-Dalton,Sweden,Linköping,Business Hotel,Ten,Five,Restaurant,Collection at law same other. Official mean instead dog box standard.,Shopping Mall,63.997324,-30.09521,https://www.davis.info/,C0002534,Jeffery,Bailey,Jeffery Bailey,qdavis@example.org,001-306-973-0178x9126,1993-04-09,Other,Colombia,Barranquilla,"5358 Cruz Isle Suite 743, Barranquilla",YS 74340,tr,,2024-09-23,False,BKG_000000480,2024-10-20,,2024-12-20,9,3,2,1,suite,2,Web,,True,2024-12-23,Customer Request,288.31,1307.02,133.8,69.71,152.28,Paid,Cash,Booking.com,PROMO728,178.76,2025-01-05 13:05:34,2025-01-22 21:46:36,AGENT,Cancelled,REV_00000480,4,Relate listen order his skin possible single.,Because cell travel matter something during power. And trial air inside camera particularly.,2025-05-07,51,True,Dublin,2025-09-26,Family,double,CloudBooking,2025-01-05 13:05:34,2025-01-22 21:46:36
H00796,Watkins-Buckley,Indonesia,Jakarta,City Hotel,3,287,Restaurant,"Activity senior whole mission friend.
Mind story note million. Media interview able phone.","Beach,Museum,Park",-7.925788,-141.93782,http://www.thomas-wells.biz/,C0001141,Larry, Moore ,Larry  Moore ,ingramdanielle@example.com,698.887.4508,1982-12-15,F,Mexico,Cancún,"468 Brown Ford Apt. 645, Cancún",RP 76063,en,Silver,2024-08-27,True,BKG_000000481,2025-07-05,2024-11-10,2024-11-12,2,1,1,2,double,2,Web,Extra bed,False,,,0,1128.08,217.85,22.03,0,Pending,Credit Card,Airbnb,NO_PROMO,0.0,2024-05-26 16:13:28,2025-07-04 18:48:02,AGENT,Pending,REV_00000481,1,School have various perhaps same sort.,Including improve majority because dream. Too site yard will product bar. Team fast suffer understand certain.,2025-10-10,28,True,Surabaya,,Solo,single,LegacySystem,2024-05-26 16:13:28,2025-07-04 18:48:02
H00159,"Richmond, Hamilton and Parks",SERBIA,Nis,Boutique,4,35,"POOL,GYM,SPA",Simple field meeting product. Language and whatever thousand impact. Money often rule foot not.,Historic Site,-82.118421,-171.925095,HTTP://WWW.WALLACE.ORG/,C0004336,Phillip,Johnson,Phillip Johnson,mramirez@example.org,+1-204-797-7296x1803,2003-10-06,Other,Singapore,Singapore,"65916 Jessica Views Apt. 692, Singapore",GF 20900,fr,Bronze,2023-07-23,True,BKG_000000482,2024-01-10,2026-02-02  ,2025-11-24,8,2,1,2,single,3,Agent,No requests,True,2025-03-18,Payment Failed,513.39,569.83,204.38,92.38,206.77,Paid,PayPal,Airbnb,!!,6.24,2024-05-18 03:36:48,2025-09-19 00:48:34,SYSTEM,Pending,REV_00000482,2,Like bed result near.,"Matter price focus season source tonight. Race activity mean.
I remember instead wide production some hospital.
Conference work big value.",2025-06-10,48,False,Ho Chi Minh City,2025-03-13,Couple,!!suite,APIGateway,2024-05-18 03:36:48,2025-09-19 00:48:34
H00423,Moody-Johnson,Finland,Tampere,--,1,393,"Pool,Gym,Spa",Few suffer note. Travel black attention good.,Historic Site,77.650696,-131.659968,http://www.carr-bird.com/,C0001598,Dana,Harris,Dana Harris,zburnett@example.com,506-731-5768x2162,1966-05-31,Other,South Korea,Busan,"5364 Michael Shore Apt. 055, Busan",LI 54147,es,Silver,2024-10-20,False,BKG_000000483,2024-06-10,2025-12-12,2025-12-12,1,3,2,2,suite,,Agent,Late check-in,True,2024-11-12,Payment Failed,1234.97,-1,101.46,78.56,33.89,Refunded,PayPal,Direct,PROMO755,139.28,2024-01-23 12:20:51,2025-05-28 11:33:33,API,Cancelled,REV_00000483,1,Debate skill wonder a mouth north such.,Hot kid change anyone building. Similar son continue reveal newspaper course. Chance together themselves.,2025-02-08,45,!!True,Brussels,2025-06-01,Family,single,LegacySystem,2024-01-23 12:20:51,2025-05-28 11:33:33
H00405,Morris-Wilson,South Korea,Seoul,Budget Hotel,2,33,"Pool,Gym,Spa",Foreign suddenly soon suddenly. Story cell we occur anything seven sing enter.,"Beach,Museum,Park",-46.676361,19.607907,http://castro.com/...,C0001656, Julie ,Cox, Julie  Cox,keitharmstrong@example.net,(508)708-8806x7902,1975-04-28,F,Peru,Cusco...,"234 Kenneth Knolls Apt. 581, Cusco",VE 22262,tr,,2024-06-13,True,BKG_000000484,2025-10-02,2025-01-17,2025-01-29,12,3,1,0,single,1,Mobile App,No requests,False,,,1007.25,1227.35,193.26,77.92,806.61,Paid,Debit Card,TravelAgency,,68.82,2025-03-10 14:09:11,2025-06-17 00:57:47,system,Cancelled,REV_00000484,2,Again people owner respond sport thousand environmental.,Food maybe history fight thank. Score suddenly often attack heavy rest spring structure.,2024-10-27,88,True,Funchal,2025-09-12,Leisure,double,CloudBooking,2025-03-10 14:09:11,2025-06-17 00:57:47
H00476,Colon and sons,Czech Republic,Brno,Luxury Hotel,4,451,Free WiFi,"Answer big without rock old.
Law star early society. Through thousand down growth.",Shopping Mall,49.228054,-170.326803,http://garcia.biz/,C0001285,Rodney,Scott,Rodney Scott,blakewashington@example.com,410.630.7242x2231,1963-06-09,M,,Berlin,"339 Trevor Islands Suite 936, Berlin",DI 37227,tr,,2023-01-25,False,BKG_000000485,2025-07-05,2025-07-14,2025-07-23,9,1,0,Ten,single,3,Mobile App,Extra bed,True,2025-10-25,Hotel Closed,1819.57,587.61,106.54,10.63,506.33,Pending,Debit Card,TravelAgency,PROMO277,112.19,2025-03-17 16:02:05,2025-01-06 07:20:42,SYSTEM,Cancelled,REV_00000485,5,Between official suffer as boy turn focus.,Join popular brother source government fear. Economic view tax work. Song point system better audience TV since.,2024-07-25,38,False,Edinburgh,2025-03-17,Leisure,double,LegacySystem,2025-03-17 16:02:05,2025-01-06 07:20:42
,"Foster, Tate and Rivera",New Zealand,Wellington,BUSINESS HOTEL,1,22,Free WiFi,Do strategy everyone hard. His gun probably something. Finally direction charge minute ask poor.,Shopping Mall,31.965049,-15.167806,http://www.cook.org/,C0001379,David, Campbell ,David  Campbell ,cynthia09@example.org,(264)762-4059,1953-06-12,,Czech Republic,Plzen,"808 Larry Bypass Apt. 357, Plzen",CW 42695,en,Gold,2024-05-29,True,BKG_000000486,2024-08-16,2026-06-15,2026-06-25,10,1,0,2,double,1,Mobile App,No requests,False,,,445.76,1217.55,285.96,67.91,332.94,Pending,Debit Card,Airbnb,PROMO263,180.55,,2025-06-30 18:38:44,AGENT,Cancelled,REV_00000486,2,Stop full would society degree boy.,Machine age star threat low create heart page. On make yes onto staff pretty argue. True try fast.,2023-12-27,0,True,Valencia,"Jan 32, 2025",Leisure,single,MobileApp,,2025-06-30 18:38:44
H00576,"Martinez, Conway and Chavez",Egypt,Sharm El Sheikh,Resort,5,35,Restaurant,However office move first decade.,Shopping Mall,-23.152613,50.297927,https://schmitt.com/,C0004514,Amanda,Garcia,Amanda Garcia,rodgersjennifer@example.org,+1-756-366-9206x7096,1946-02-21,F,Chile,Santiago,"0805 Andrew Lake, Santiago",HC 46160,en,Gold,"Jan 32, 2025",true,BKG_000000487,2025-04-04,2026-01-14,2026-01-19,,2,0,1,single,Ten,Mobile App,Late check-in,True,2025-01-22,Payment Failed,902.91,889.21,Ten,21.43,724.45,Refunded,Cash,TravelAgency,,104.03,2024-10-26 06:25:49,2025-01-18 17:45:09,API,Confirmed,REV_00000487,1,Fire fear politics record morning.,Light dog painting their while fact. Form house production policy prevent fall.,2024-12-08,31,False,Tokyo,2025-03-29,Couple,double,apigateway,2024-10-26 06:25:49,2025-01-18 17:45:09
H00193,"Richards, Hubbard and Hall",Portugal,Coimbra,Boutique,5,100,Free WiFi,Discuss note follow food them. Research political one any explain clearly.,Shopping Mall,-24.823963,-112.067436,https://velazquez.info/,C0000079,Thomas,Miller,Thomas Miller,jenniferrichardson@example.org,8652329235,1961-10-16,F,India,Mumbai,"78554 Alvarez Squares, Mumbai",SQ 75075,en,Bronze,2024-03-08,False,BKG_000000488,2025-10-23,2026-09-16,2026-09-20,4,1,2,1,single,2,Agent,Late check-in,False,,,449.36,614.26,211.05,Ten,143.22,Refunded,PayPal,Expedia,NO_PROMO,157.49,2025-09-23 02:15:57,2025-04-26 21:38:02,SYSTEM,Cancelled,REV_00000488,2,Control me matter do always article including order.,School value quality add. Rich director get matter hospital. Pay among report such live form.,2024-04-05,52,True,Jeddah,2025-04-03,Solo,suite,APIGateway,2025-09-23 02:15:57,2025-04-26 21:38:02
